question,answer,category,product,language
Ok 100gram cardamom A+ and 500kurumulaku,"*Cardamom (ഏലക്ക)- 8.5 mm (A+ 70% Fruit)* ▪ 100 gm – ₹399 + ₹40 ▪ 200 gm – ₹799 ✅Free Delivery ▪ 500 gm - ₹1749 ✅Free Delivery ▪ 1 KG - ₹3,350 ✅Free Delivery *കുരുമുളക് (Washed & Cleaned)* ▪ 250 gm – ₹300 + ₹40 Delivery ▪ 500 gm – ₹540 (Free Delivery ✅) ▪ 1 KG. – ₹950 (Free Delivery ✅) Original കറുവപ്പട്ട (Ceylon Cinnamon c5) ▪ 100g — ₹320 + Free Delivery ▪ 200g — ₹599 + Free Delivery *Combo Offers : Save More & Free Delivery* *All Combo Offer* *ഏലക്ക 50 gm + ഗ്രാമ്പൂ 50 gm + കുരുമുളക് 200 gm + കറുവപ്പട്ട 50gm = ₹699* ⭐Onam Combo Offer: ഏലക്ക 100 gm + ഗ്രാമ്പൂ 100 gm + കുരുമുളക് 250 gm = ₹849 ഏലക്ക 100 gm + ഗ്രാമ്പൂ 100 gm + കുരുമുളക് 500 gm = ₹1100 ⭐Value Combo Offer : Save ₹50 ഏലക്ക 200 gm + ഗ്രാമ്പൂ 200 gm + കുരുമുളക് 500 gm = ₹1649 വിലാസം നൽകുക താൽപ്പര്യമില്ല",price_check,cardamom,english
Hallo Cardamom 100gram cinnamon 100gram,"*Cardamom (ഏലക്ക)- 8.5 mm (A+ 70% Fruit)* ▪ 100 gm – ₹399 + ₹40 ▪ 200 gm – ₹799 ✅Free Delivery ▪ 500 gm - ₹1749 ✅Free Delivery ▪ 1 KG - ₹3,350 ✅Free Delivery *കുരുമുളക് (Washed & Cleaned)* ▪ 250 gm – ₹300 + ₹40 Delivery ▪ 500 gm – ₹540 (Free Delivery ✅) ▪ 1 KG. – ₹950 (Free Delivery ✅) Original കറുവപ്പട്ട (Ceylon Cinnamon c5) ▪ 100g — ₹320 + Free Delivery ▪ 200g — ₹599 + Free Delivery *Combo Offers : Save More & Free Delivery* *All Combo Offer* *ഏലക്ക 50 gm + ഗ്രാമ്പൂ 50 gm + കുരുമുളക് 200 gm + കറുവപ്പട്ട 50gm = ₹699* ⭐Onam Combo Offer: ഏലക്ക 100 gm + ഗ്രാമ്പൂ 100 gm + കുരുമുളക് 250 gm = ₹849 ഏലക്ക 100 gm + ഗ്രാമ്പൂ 100 gm + കുരുമുളക് 500 gm = ₹1100 ⭐Value Combo Offer : Save ₹50 ഏലക്ക 200 gm + ഗ്രാമ്പൂ 200 gm + കുരുമുളക് 500 gm = ₹1649 വിലാസം നൽകുക താൽപ്പര്യമില്ല",price_check,cardamom,english
8.5 Price,"*Cardamom (ഏലക്ക)- 8.5 mm (A+ 70% Fruit)* ▪ 100 gm – ₹399 + ₹40 ▪ 200 gm – ₹799 ✅Free Delivery ▪ 500 gm - ₹1749 ✅Free Delivery ▪ 1 KG - ₹3,350 ✅Free Delivery *കുരുമുളക് (Washed & Cleaned)* ▪ 250 gm – ₹300 + ₹40 Delivery ▪ 500 gm – ₹540 (Free Delivery ✅) ▪ 1 KG. – ₹950 (Free Delivery ✅) Original കറുവപ്പട്ട (Ceylon Cinnamon c5) ▪ 100g — ₹320 + Free Delivery ▪ 200g — ₹599 + Free Delivery *Combo Offers : Save More & Free Delivery* *All Combo Offer* *ഏലക്ക 50 gm + ഗ്രാമ്പൂ 50 gm + കുരുമുളക് 200 gm + കറുവപ്പട്ട 50gm = ₹699* ⭐Onam Combo Offer: ഏലക്ക 100 gm + ഗ്രാമ്പൂ 100 gm + കുരുമുളക് 250 gm = ₹849 ഏലക്ക 100 gm + ഗ്രാമ്പൂ 100 gm + കുരുമുളക് 500 gm = ₹1100 ⭐Value Combo Offer : Save ₹50 ഏലക്ക 200 gm + ഗ്രാമ്പൂ 200 gm + കുരുമുളക് 500 gm = ₹1649 വിലാസം നൽകുക താൽപ്പര്യമില്ല",price_check,cardamom,english
Cardamom 100g price?,"*Cardamom (ഏലക്ക)- 8.5 mm (A+ 70% Fruit)* ▪ 100 gm – ₹399 + ₹40 ▪ 200 gm – ₹799 ✅Free Delivery ▪ 500 gm - ₹1749 ✅Free Delivery ▪ 1 KG - ₹3,350 ✅Free Delivery *കുരുമുളക് (Washed & Cleaned)* ▪ 250 gm – ₹300 + ₹40 Delivery ▪ 500 gm – ₹540 (Free Delivery ✅) ▪ 1 KG. – ₹950 (Free Delivery ✅) Original കറുവപ്പട്ട (Ceylon Cinnamon c5) ▪ 100g — ₹320 + Free Delivery ▪ 200g — ₹599 + Free Delivery *Combo Offers : Save More & Free Delivery* *All Combo Offer* *ഏലക്ക 50 gm + ഗ്രാമ്പൂ 50 gm + കുരുമുളക് 200 gm + കറുവപ്പട്ട 50gm = ₹699* ⭐Onam Combo Offer: ഏലക്ക 100 gm + ഗ്രാമ്പൂ 100 gm + കുരുമുളക് 250 gm = ₹849 ഏലക്ക 100 gm + ഗ്രാമ്പൂ 100 gm + കുരുമുളക് 500 gm = ₹1100 ⭐Value Combo Offer : Save ₹50 ഏലക്ക 200 gm + ഗ്രാമ്പൂ 200 gm + കുരുമുളക് 500 gm = ₹1649 വിലാസം നൽകുക താൽപ്പര്യമില്ല",price_check,cardamom,english
Elakka rate ethra aanu?,"*Cardamom (ഏലക്ക)- 8.5 mm (A+ 70% Fruit)* ▪ 100 gm – ₹399 + ₹40 ▪ 200 gm – ₹799 ✅Free Delivery ▪ 500 gm - ₹1749 ✅Free Delivery ▪ 1 KG - ₹3,350 ✅Free Delivery *കുരുമുളക് (Washed & Cleaned)* ▪ 250 gm – ₹300 + ₹40 Delivery ▪ 500 gm – ₹540 (Free Delivery ✅) ▪ 1 KG. – ₹950 (Free Delivery ✅) Original കറുവപ്പട്ട (Ceylon Cinnamon c5) ▪ 100g — ₹320 + Free Delivery ▪ 200g — ₹599 + Free Delivery *Combo Offers : Save More & Free Delivery* *All Combo Offer* *ഏലക്ക 50 gm + ഗ്രാമ്പൂ 50 gm + കുരുമുളക് 200 gm + കറുവപ്പട്ട 50gm = ₹699* ⭐Onam Combo Offer: ഏലക്ക 100 gm + ഗ്രാമ്പൂ 100 gm + കുരുമുളക് 250 gm = ₹849 ഏലക്ക 100 gm + ഗ്രാമ്പൂ 100 gm + കുരുമുളക് 500 gm = ₹1100 ⭐Value Combo Offer : Save ₹50 ഏലക്ക 200 gm + ഗ്രാമ്പൂ 200 gm + കുരുമുളക് 500 gm = ₹1649 വിലാസം നൽകുക താൽപ്പര്യമില്ല",price_check,cardamom,english
ഏലക്ക 500g ethra roopa?,"*Cardamom (ഏലക്ക)- 8.5 mm (A+ 70% Fruit)* ▪ 100 gm – ₹399 + ₹40 ▪ 200 gm – ₹799 ✅Free Delivery ▪ 500 gm - ₹1749 ✅Free Delivery ▪ 1 KG - ₹3,350 ✅Free Delivery *കുരുമുളക് (Washed & Cleaned)* ▪ 250 gm – ₹300 + ₹40 Delivery ▪ 500 gm – ₹540 (Free Delivery ✅) ▪ 1 KG. – ₹950 (Free Delivery ✅) Original കറുവപ്പട്ട (Ceylon Cinnamon c5) ▪ 100g — ₹320 + Free Delivery ▪ 200g — ₹599 + Free Delivery *Combo Offers : Save More & Free Delivery* *All Combo Offer* *ഏലക്ക 50 gm + ഗ്രാമ്പൂ 50 gm + കുരുമുളക് 200 gm + കറുവപ്പട്ട 50gm = ₹699* ⭐Onam Combo Offer: ഏലക്ക 100 gm + ഗ്രാമ്പൂ 100 gm + കുരുമുളക് 250 gm = ₹849 ഏലക്ക 100 gm + ഗ്രാമ്പൂ 100 gm + കുരുമുളക് 500 gm = ₹1100 ⭐Value Combo Offer : Save ₹50 ഏലക്ക 200 gm + ഗ്രാമ്പൂ 200 gm + കുരുമുളക് 500 gm = ₹1649 വിലാസം നൽകുക താൽപ്പര്യമില്ല",price_check,cardamom,english
Karuapatta 250 gm rate?,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
100 g സിലോൺ കറുവപ്പട്ട,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
"Grampoo,. 100 gm Karuvapatta200 gm Thakolam flower 100gm Karuvapatta 250 gm വിലാസം നൽകുക","✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
Please inform whether cinnamon and cardomon available and price,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
Karuva patta ayachittundo eppol varum Balance paisa ke 200 gm allakkai ayachu tharumo Bakki paisa ayachu tharam ok,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
"Good morning, Cinnamon sale ഉണ്ടോ?വില എത്ര 250gm?","✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
"3kg clove,5kg patta, 2kg,star, 3kg,pepper, rate ethra, place kolenchery","✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
Clove - 200 gm Pepper 500 gm Ceylon cinnamon - 200 gm,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
100g Karuva patta,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
Celyon cinnamon 100 gm,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
200gm ceylon cinnamon,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
Vila ethra 200gm karuvapatta,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
One kg pepper+200g cinnamon total amount pls,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
Karuvappata 1kg prz,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
100 gm മതി കറുവപ്പട്ട വേണം,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
100gm ഏലയ്ക്ക+ 100gm ഗ്രാമ്പൂ + 100 gm കറുവ പട്ട എത്ര amt ആകും എന്ന് പറയാമോ?,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
കറുവപട്ട 250gm എത്ര ആണ്,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
"തരാൻ കഴിയുന്ന വില. 1kg വേവിക്കാതെ ഉണക്കി പൊടിച്ച മഞ്ഞൾ. 1 kg എലക, 1kg ഗ്രാമ്പു, 1 kg കറുവ പട്ട, 1kg കുരുമുളക്, 1kg കശുവണ്ടി പരിപ്പ്. ഡൽഹി NCR വില്പന ആവശ്യത്തിന്.","✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
100 gm cinnamon,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
200 g karuvapatta 100 g grambu,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
Cinnamon 50gm Pepper 250gm,"✨ നിങ്ങളുടെ പാർസൽ കൊറിയർ വഴി അയയ്ക്കുന്നു 🚚 സാധാരണയായി 4–6 ദിവസത്തിനകം സുരക്ഷിതമായി എത്തും. 💵 COD (ക്യാഷ് ഓൺ ഡെലിവറി) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയൊരു ₹60 അഡ്വാൻസ് നൽകി ബുക്കിംഗ് ഉറപ്പാക്കാം. ✅ 🔄 കൂടാതെ, 3 ദിവസത്തിനകം ഫ്രീ റിട്ടേൺ & റിഫണ്ട് സൗകര്യം ലഭ്യമാണ്. 🌟 👉 താല്പര്യമുണ്ടെങ്കിൽ, ഓർഡർ + വിലാസ വിവരങ്ങൾ നൽകാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യൂ. 📦 Order Now വിലാസം നൽകുക",price_check,cinnamon,english
